,cat,word/character,pronunciation,definition,code,alt,full_pronunciation
1730,701,木,mù,"tree, (Equivalent:  木头 mùtou) wood {Compare with 本 běn root and 大 dà big",s,,mù
1731,701,木,mù,"tree, (Equivalent:  木頭 mùtou) wood {Compare with 本 běn root and 大 dà big",t,,mù
1732,702,韦,wéi,"soft leather, <family name>",s,,wéi
1733,702,韋,wéi,"soft leather, <family name>",t,,wéi
1734,703,怪,guài,"blame, (Equivalent:  奇怪 qíguài) strange",s,,guài
1735,703,怪,guài,"blame, (Equivalent:  奇怪 qíguài) strange",t,,guài
1736,704,围,wéi,surround,s,,wéi
1737,704,圍,wéi,surround,t,,wéi
1738,705,静,jìng,"still, quiet",s,,jìng
1739,705,靜,jìng,"still, quiet",t,,jìng
1740,706,旁,páng,(Equivalent:  旁边 pángbiān) side,s,,páng
1741,706,旁,páng,(Equivalent:  旁邊 pángbiān) side,t,,páng
1742,706,旁,bàng,(Equivalent:  傍),s,,bàng
1743,706,旁,bàng,(Equivalent:  傍),t,,bàng
1744,707,园,yuán,"(Equivalent:  花园 huāyuán) garden, (Equivalent:  公园 gōngyuán) park",s,,yuán
1745,707,園,yuán,"(Equivalent:  花園 huāyuán) garden, (Equivalent:  公園 gōngyuán) park",t,,yuán
1746,708,否,fǒu,not,s,,fǒu
1747,708,否,fǒu,not,t,,fǒu
1748,708,否,pǐ,"bad, inferior",s,,pǐ
1749,708,否,pǐ,"bad, inferior",t,,pǐ
1750,708,臧否,pǐ, zāngpǐ pass judgment (on people),s,,zāngpǐ
1751,708,臧否,pǐ,臧否 zāngpǐ pass judgment (on people),t,,zāngpǐ
1752,709,副,fù,"assist, vice-",s,,fù
1753,709,副,fù,"assist, vice-",t,,fù
1754,710,辑,jí,编辑 biānjí edit,s,,jí
1755,710,輯,jí,編輯 biānjí edit,t,,jí
1756,711,採,cǎi,,t,,cǎi
1757,711,采,cǎi,"pick, gather (Traditional: 采)",s,,cǎi
1758,711,埰,cài,采地 càidì fief,t,,cài
1759,712,食,shí,"eat, (Equivalent:  食物 shíwù, =食品 shípǐn) food",s,,shí
1760,712,食,shí,"eat, (Equivalent:  食物 shíwù, =食品 shípǐn) food",t,,shí
1761,712,食,sì,feed,s,,sì
1762,712,食,sì,feed,t,,sì
1763,713,登,dēng,climb,s,,dēng
1764,713,登,dēng,climb,t,,dēng
1765,714,够,gòu,enough,s,,gòu
1766,714,夠,gòu,enough,t,,gòu
1767,715,米,mǐ,"(Equivalent:  米饭 mǐfàn) rice, meter",s,,mǐ
1768,715,米,mǐ,"(Equivalent:  米飯 mǐfàn) rice, meter",t,,mǐ
1769,716,假,jiǎ,false,s,,jiǎ
1770,716,假,jiǎ,false,t,,jiǎ
1771,717,较,jiào,"relatively, quite",s,,jiào
1772,717,較,jiào,"relatively, quite",t,,jiào
1773,717,较,jiǎo,(bǐjiǎo = bǐjiào),s,,jiǎo
1774,717,較,jiǎo,(bǐjiǎo = bǐjiào),t,,jiǎo
1775,718,姐,jiě,(Equivalent:  姐姐 jiějie) older sister,s,,jiě
1776,718,姐,jiě,(Equivalent:  姐姐 jiějie) older sister,t,,jiě
1777,719,楼,lóu,"story, building",s,,lóu
1778,719,樓,lóu,"story, building",t,,lóu
1779,720,穫,huò,收穫 shōuhuò harvest,t,,huò
1780,720,获,huò,"(Traditional: 获) (Equivalent:  获得 huòdé) get, obtain, (Traditional: 获) 收获 shōuhuò harvest",s,,huò
1781,720,獲,huò,"(Equivalent:  獲得 huòdé) get, obtain",t,,huò
1782,721,孙,sūn,grandchild,s,,sūn
1783,721,孫,sūn,grandchild,t,,sūn
1784,722,宣,xuān,(Equivalent:  宣布 xuānbù) declare,s,,xuān
1785,722,宣,xuān,(Equivalent:  宣布 xuānbù) declare,t,,xuān
1786,723,穿,chuān,"penetrate, wear",s,,chuān
1787,723,穿,chuān,"penetrate, wear",t,,chuān
1788,724,诗,shī,poem,s,,shī
1789,724,詩,shī,poem,t,,shī
1790,725,歌,gē,song,s,,gē
1791,725,歌,gē,song,t,,gē
1792,726,速,sù,fast,s,,sù
1793,726,速,sù,fast,t,,sù
1794,727,忽,hū,"disregard, (Equivalent:  忽然 hūrán) suddenly, (Equivalent:  忽而 hū'ér) now...",s,,hū
1795,727,忽,hū,"disregard, (Equivalent:  忽然 hūrán) suddenly, (Equivalent:  忽而 hū'ér) now...",t,,hū
1796,728,堂,táng,hall,s,,táng
1797,728,堂,táng,hall,t,,táng
1798,729,敌,dí,(敌人 dírén) enemy,s,,dí
1799,729,敵,dí,(敵人 dírén) enemy,t,,dí
1800,730,试,shì,"try, test",s,,shì
1801,730,試,shì,"try, test",t,,shì
1802,731,谢,xiè,thank,s,,xiè
1803,731,謝,xiè,thank,t,,xiè
1804,732,央,yāng,"entreat, center",s,,yāng
1805,732,央,yāng,"entreat, center",t,,yāng
1806,733,怀,huái,"bosom, cherish",s,,huái
1807,733,懷,huái,"bosom, cherish",t,,huái
1808,734,顾,gù,(Equivalent:  照顾 zhàogu) look after,s,,gù
1809,734,顧,gù,(Equivalent:  照顧 zhàogu) look after,t,,gù
1810,735,验,yàn,(Equivalent:  经验 jīngyàn) experience,s,,yàn
1811,735,驗,yàn,(Equivalent:  經驗 jīngyàn) experience,t,,yàn
1812,736,营,yíng,camp,s,,yíng
1813,736,營,yíng,camp,t,,yíng
1814,737,止,zhǐ,(Equivalent:  停止 tíngzhǐ) stop,s,,zhǐ
1815,737,止,zhǐ,(Equivalent:  停止 tíngzhǐ) stop,t,,zhǐ
1816,738,姓,xìng,family name,s,,xìng
1817,738,姓,xìng,family name,t,,xìng
1818,739,养,yǎng,"raise, nourish",s,,yǎng
1819,739,養,yǎng,"raise, nourish",t,,yǎng
1820,740,丽,lì,美丽 měilì beautiful,s,,lì
1821,740,麗,lì,美麗 měilì beautiful,t,,lì
1822,741,属,shǔ,"belong to, be subordinate to, born in a specific year acoording to the Chinese calendar",s,,shǔ
1823,741,屬,shǔ,"belong to, be subordinate to, born in a specific year acoording to the Chinese calendar",t,,shǔ
1824,741,属,zhǔ,enjoin,s,,zhǔ
1825,741,屬,zhǔ,enjoin,t,,zhǔ
1826,742,景,jǐng,"scene, scenery",s,,jǐng
1827,742,景,jǐng,"scene, scenery",t,,jǐng
1828,743,郭,guō,"outer wall of city, <family name>",s,,guō
1829,743,郭,guō,"outer wall of city, <family name>",t,,guō
1830,744,依,yī,"(Equivalent:  依靠 yīkào) depend on, comply with, according to",s,,yī
1831,744,依,yī,"(Equivalent:  依靠 yīkào) depend on, comply with, according to",t,,yī
1832,745,威,wēi,"威胁 wēixié threaten, imperil",s,,wēi
1833,745,威,wēi,"威脅 wēixié threaten, imperil",t,,wēi
1834,745,挪威,wēi, Nuówēi Norway,s,,Nuówēi
1835,745,挪威,wēi,挪威 Nuówēi Norway,t,,Nuówēi
1836,746,按,àn,"press, (Equivalent:  按照 ànzhào) according to",s,,àn
1837,746,按,àn,"press, (Equivalent:  按照 ànzhào) according to",t,,àn
1838,747,恶,è,evil,s,,è
1839,747,惡,è,evil,t,,è
1840,748,慢,màn,slow,s,,màn
1841,748,慢,màn,slow,t,,màn
1842,749,座,zuò,"(Equivalent:  座位 zuòwèi) seat, place, stand, pedestal, base, <classifier for mountains, bridges etc.>",s,,zuò
1843,749,座,zuò,"(Equivalent:  座位 zuòwèi) seat, place, stand, pedestal, base, <classifier for mountains, bridges etc.>",t,,zuò
1844,750,罪,zuì,"crime, guilt",s,,zuì
1845,750,罪,zuì,"crime, guilt",t,,zuì
1846,751,维,wéi,纤维 xiānwéi fiber,s,,wéi
1847,751,維,wéi,纖維 xiānwéi fiber,t,,wéi
1848,752,渐,jiàn,"(Equivalent:  渐渐 jiànjiàn, =逐渐 zhújiàn) gradually",s,,jiàn
1849,752,漸,jiàn,"(Equivalent:  漸漸 jiànjiàn, =逐漸 zhújiàn) gradually",t,,jiàn
1850,752,渐,jiān,dip/soak in liquid,s,,jiān
1851,752,漸,jiān,dip/soak in liquid,t,,jiān
1852,753,胜,shèng,"(Equivalent:  胜利 shènglì) victory, triumph, win",s,,shèng
1853,753,勝,shèng,"(Equivalent:  勝利 shènglì) victory, triumph, win",t,,shèng
1854,754,藏,cáng,store,s,,cáng
1855,754,藏,cáng,store,t,,cáng
1856,755,皇,huáng,皇帝 huángdì emperor,s,,huáng
1857,755,皇,huáng,皇帝 huángdì emperor,t,,huáng
1858,756,街,jiē,street,s,,jiē
1859,756,街,jiē,street,t,,jiē
1860,757,激,jī,"surge, dash, (Equivalent:  激动 jīdòng) excite",s,,jī
1861,757,激,jī,"surge, dash, (Equivalent:  激動 jīdòng) excite",t,,jī
1862,758,异,yì,different,s,,yì
1863,758,異,yì,different,t,,yì
1864,759,摘,zhāi,"pick, take off, select",s,,zhāi
1865,759,摘,zhāi,"pick, take off, select",t,,zhāi
1866,760,角,jiǎo,"horn, corner, dime",s,,jiǎo
1867,760,角,jiǎo,"horn, corner, dime",t,,jiǎo
1868,760,角,jué,"actor, role",s,,jué
1869,760,角,jué,"actor, role",t,,jué
1870,761,瞧,qiáo,look,s,,qiáo
1871,761,瞧,qiáo,look,t,,qiáo
1872,762,负,fù,"carry on shoulder, suffer, negative",s,,fù
1873,762,負,fù,"carry on shoulder, suffer, negative",t,,fù
1874,763,施,shī,carry out,s,,shī
1875,763,施,shī,carry out,t,,shī
1876,764,模,mó,模范 mófàn model,s,,mó
1877,764,模,mó,模範 mófàn model,t,,mó
1878,765,草,cǎo,grass,s,,cǎo
1879,765,草,cǎo,grass,t,,cǎo
1880,765,草莓,cǎo, cǎoméi strawberry,s,,cǎoméi
1881,765,草莓,cǎo,草莓 cǎoméi strawberry,t,,cǎoméi
1882,766,某,mǒu,"certain, some",s,,mǒu
1883,766,某,mǒu,"certain, some",t,,mǒu
1884,767,银,yín,silver,s,,yín
1885,767,銀,yín,silver,t,,yín
1886,768,露,lù,"(Equivalent:  露水 lùshui) dew, show, reveal, betray",s,,lù
1887,768,露,lù,"(Equivalent:  露水 lùshui) dew, show, reveal, betray",t,,lù
1888,768,露,lòu,reveal,s,,lòu
1889,768,露,lòu,reveal,t,,lòu
1890,769,阵,zhèn,"battle array, <classifier for phases, spells etc.>",s,,zhèn
1891,769,陣,zhèn,"battle array, <classifier for phases, spells etc.>",t,,zhèn
1892,770,值,zhí,"(Equivalent:  值得 zhíde) be worth, (Equivalent:  价值 jiàzhí) value",s,,zhí
1893,770,值,zhí,"(Equivalent:  值得 zhíde) be worth, (Equivalent:  價值 jiàzhí) value",t,,zhí
1894,771,班,bān,"class, work",s,,bān
1895,771,班,bān,"class, work",t,,bān
1896,772,层,céng,"layer, level, storey",s,,céng
1897,772,層,céng,"layer, level, storey",t,,céng
1898,773,修,xiū,"repair, decorate",s,,xiū
1899,773,修,xiū,"repair, decorate",t,,xiū
1900,774,差,chà,"differ, wrong",s,,chà
1901,774,差,chà,"differ, wrong",t,,chà
1902,774,差,cī,rank,s,,cī
1903,774,差,cī,rank,t,,cī
1904,774,差,cuō,stumble,s,,cuō
1905,774,差,cuō,stumble,t,,cuō
1906,775,味,wèi,"(Equivalent:  味道 wèidao) flavor, taste",s,,wèi
1907,775,味,wèi,"(Equivalent:  味道 wèidao) flavor, taste",t,,wèi
1908,776,织,zhī,"weave, knit",s,,zhī
1909,776,織,zhī,"weave, knit",t,,zhī
1910,777,药,yào,"medicine, drug",s,,yào
1911,777,藥,yào,"medicine, drug",t,,yào
1912,778,馆,guǎn,building,s,,guǎn
1913,778,館,guǎn,building,t,,guǎn
1914,779,密,mì,"thick, dense",s,,mì
1915,779,密,mì,"thick, dense",t,,mì
1916,780,亮,liàng,"bright, light, shine, loud and clear",s,,liàng
1917,780,亮,liàng,"bright, light, shine, loud and clear",t,,liàng
1918,781,律,lǜ,法律 fǎlǜ law,s,,lǜ
1919,781,律,lǜ,法律 fǎlǜ law,t,,lǜ
1920,782,习,xí,练习 liànxí practice,s,,xí
1921,782,習,xí,練習 liànxí practice,t,,xí
1922,783,田,tián,field,s,,tián
1923,783,田,tián,field,t,,tián
1924,784,简,jiǎn,简单 jiǎndān simple,s,,jiǎn
1925,784,簡,jiǎn,簡單 jiǎndān simple,t,,jiǎn
1926,785,免,miǎn,exempt,s,,miǎn
1927,785,免,miǎn,exempt,t,,miǎn
1928,786,毒,dú,(毒物) poison,s,,dú
1929,786,毒,dú,(毒物) poison,t,,dú
1930,787,归,guī,return,s,,guī
1931,787,歸,guī,return,t,,guī
1932,788,波,bō,(Equivalent:  波浪 bōlàng) wave,s,,bō
1933,788,波,bō,(Equivalent:  波浪 bōlàng) wave,t,,bō
1934,789,型,xíng,"mould, type",s,,xíng
1935,789,型,xíng,"mould, type",t,,xíng
1936,790,屋,wū,"(屋子 wūzi) room, (Equivalent:  房屋 fángwū) building",s,,wū
1937,790,屋,wū,"(屋子 wūzi) room, (Equivalent:  房屋 fángwū) building",t,,wū
1938,791,换,huàn,"change, exchange",s,,huàn
1939,791,換,huàn,"change, exchange",t,,huàn
1940,792,救,jiù,"help, rescue",s,,jiù
1941,792,救,jiù,"help, rescue",t,,jiù
1942,793,寄,jì,to mail,s,,jì
1943,793,寄,jì,to mail,t,,jì
1944,794,帝,dì,emperor,s,,dì
1945,794,帝,dì,emperor,t,,dì
1946,795,退,tuì,"go backwards, (Equivalent:  后退 hòutuì) retreat",s,,tuì
1947,795,退,tuì,"go backwards, (Equivalent:  後退 hòutuì) retreat",t,,tuì
1948,796,洋,yáng,(Equivalent:  海洋 hǎiyáng) ocean,s,,yáng
1949,796,洋,yáng,(Equivalent:  海洋 hǎiyáng) ocean,t,,yáng
1950,797,丝,sī,"silk, thread",s,,sī
1951,797,絲,sī,"silk, thread",t,,sī
1952,798,湖,hú,lake,s,,hú
1953,798,湖,hú,lake,t,,hú
1954,799,睡,shuì,(Equivalent:  睡觉 shuìjiào) sleep,s,,shuì
1955,799,睡,shuì,(Equivalent:  睡覺 shuìjiào) sleep,t,,shuì
1956,800,劳,láo,(Equivalent:  劳动 láodòng) labor,s,,láo
1957,800,勞,láo,(Equivalent:  勞動 láodòng) labor,t,,láo
1958,800,劳,lào,"encourage, console",s,,lào
1959,800,勞,lào,"encourage, console",t,,lào
1960,801,妇,fù,(Equivalent:  妇女 fùnǚ) woman,s,,fù
1961,801,婦,fù,(Equivalent:  婦女 fùnǚ) woman,t,,fù
1962,802,伯,bó,"eldest brother, uncle",s,,bó
1963,802,伯,bó,"eldest brother, uncle",t,,bó
1964,803,尼,ní,尼姑 Buddhist nun,s,,ní
1965,803,尼,ní,尼姑 Buddhist nun,t,,ní
1966,804,皮,pí,(Equivalent:  皮肤 pífū) skin,s,,pí
1967,804,皮,pí,(Equivalent:  皮膚 pífū) skin,t,,pí
1968,805,祖,zǔ,(祖先 zǔxiān) ancestor,s,,zǔ
1969,805,祖,zǔ,(祖先 zǔxiān) ancestor,t,,zǔ
1970,806,雄,xióng,"powerful, male",s,,xióng
1971,806,雄,xióng,"powerful, male",t,,xióng
1972,807,婚,hūn,(Equivalent:  结婚 jíehūn) marry,s,,hūn
1973,807,婚,hūn,(Equivalent:  結婚 jíehūn) marry,t,,hūn
1974,808,康,kāng,健康 jiànkāng health,s,,kāng
1975,808,康,kāng,健康 jiànkāng health,t,,kāng
1976,809,评,píng,"criticize, comment, review",s,,píng
1977,809,評,píng,"criticize, comment, review",t,,píng
1978,810,追,zhuī,pursue,s,,zhuī
1979,810,追,zhuī,pursue,t,,zhuī
1980,811,哈,hā,"exhale, sip, aha!, <the sound of laughter, etc.>",s,,hā
1981,811,哈,hā,"exhale, sip, aha!, <the sound of laughter, etc.>",t,,hā
1982,811,哈,hǎ,<family name>,s,,hǎ
1983,811,哈,hǎ,<family name>,t,,hǎ
1984,811,哈什蚂,hà, hàshimǎ Chinese forest frog,s,,hàshimǎ
1985,811,哈甚螞,hà, hàshimǎ Chinese forest frog,t,,hàshimǎ
1986,812,络,luò,"net, twine",s,,luò
1987,812,絡,luò,"net, twine",t,,luò
1988,813,店,diàn,"(Equivalent:  商店 shāngdiàn) store, shop",s,,diàn
1989,813,店,diàn,"(Equivalent:  商店 shāngdiàn) store, shop",t,,diàn
1990,814,翻,fān,turn over,s,,fān
1991,814,翻,fān,turn over,t,,fān
1992,815,环,huán,ring,s,,huán
1993,815,環,huán,ring,t,,huán
1994,816,礼,lǐ,ceremony,s,,lǐ
1995,816,禮,lǐ,ceremony,t,,lǐ
1996,817,跑,pǎo,run,s,,pǎo
1997,817,跑,pǎo,run,t,,pǎo
1998,817,跑,páo,paw the earth,s,,páo
1999,817,跑,páo,paw the earth,t,,páo
2000,818,超,chāo,"(Equivalent:  超过 chāoguò) go past, exceed, (Equivalent:  超级 chāojí) super",s,,chāo
2001,818,超,chāo,"(Equivalent:  超過 chāoguò) go past, exceed, (Equivalent:  超級 chāojí) super",t,,chāo
2002,819,葉,yè,leaf (of a plant,t,,yè
2003,819,叶,yè,(Traditional: 叶) leaf (of a plant),s,,yè
2004,819,叶,xié,harmonize,s,,xié
2005,819,葉,xié,harmonize,t,,xié
2006,820,压,yā,"press, pressure",s,,yā
2007,820,壓,yā,"press, pressure",t,,yā
2008,821,占,zhān,fortune telling,s,,zhān
2009,821,占,zhān,fortune telling,t,,zhān
2010,821,占,zhàn,occupy,s,,zhàn
2011,821,占,zhàn,occupy,t,,zhàn
2012,822,均,jūn,even,s,,jūn
2013,822,均,jūn,even,t,,jūn
2014,823,永,yǒng,"(Equivalent:  永远 yǒngyuǎn) always, forever, eternal{Compare with 水 shuǐ water}",s,,yǒng
2015,823,永,yǒng,"(Equivalent:  永遠 yǒngyuǎn) always, forever, eternal{Compare with 水 shuǐ water}",t,,yǒng
2016,824,烈,liè,(Equivalent:  强烈 qiángliè) intense,s,,liè
2017,824,烈,liè,(Equivalent:  強烈 qiángliè) intense,t,,liè
2018,825,奖,jiǎng,"prize, award",s,,jiǎng
2019,825,獎,jiǎng,"prize, award",t,,jiǎng
2020,826,婆,pó,old lady,s,,pó
2021,826,婆,pó,old lady,t,,pó
2022,827,赶,gǎn,catch up,s,,gǎn
2023,827,趕,gǎn,catch up,t,,gǎn
2024,828,富,fù,(Equivalent:  富有 fùyǒu) rich,s,,fù
2025,828,富,fù,(Equivalent:  富有 fùyǒu) rich,t,,fù
2026,829,兰,lán,兰花 lánhuā orchid,s,,lán
2027,829,蘭,lán,蘭花 lánhuā orchid,t,,lán
2028,830,录,lù,record,s,,lù
2029,830,錄,lù,record,t,,lù
2030,831,画,huà,"draw, picture",s,,huà
2031,831,畫,huà,"draw, picture",t,,huà
2032,832,遇,yù,meet,s,,yù
2033,832,遇,yù,meet,t,,yù
2034,833,顿,dùn,"to pause, meal",s,,dùn
2035,833,頓,dùn,"to pause, meal",t,,dùn
2036,834,艺,yì,"skill, (Equivalent:  艺术 yìshù) art",s,,yì
2037,834,藝,yì,"skill, (Equivalent:  藝術 yìshù) art",t,,yì
2038,835,普,pǔ,普通 pǔtōng common,s,,pǔ
2039,835,普,pǔ,普通 pǔtōng common,t,,pǔ
2040,836,判,pàn,judge,s,,pàn
2041,836,判,pàn,judge,t,,pàn
2042,837,源,yuán,"(Equivalent:  来源 láiyuán) source, origin",s,,yuán
2043,837,源,yuán,"(Equivalent:  來源 láiyuán) source, origin",t,,yuán
2044,838,亿,yì,100 million,s,,yì
2045,838,億,yì,100 million,t,,yì
2046,839,素,sù,"plain, white, vegetarian",s,,sù
2047,839,素,sù,"plain, white, vegetarian",t,,sù
2048,840,船,chuán,"boat, ship",s,,chuán
2049,840,船,chuán,"boat, ship",t,,chuán
2050,841,继,jì,(Equivalent:  继续 jìxù) continue,s,,jì
2051,841,繼,jì,(Equivalent:  繼續 jìxù) continue,t,,jì
2052,842,尚,shàng,esteem,s,,shàng
2053,842,尚,shàng,esteem,t,,shàng
2054,843,嘴,zuǐ,(嘴巴 zuǐba) mouth,s,,zuǐ
2055,843,嘴,zuǐ,(嘴巴 zuǐba) mouth,t,,zuǐ
2056,844,察,chá,观察 guānchá observe,s,,chá
2057,844,察,chá,觀察 guānchá observe,t,,chá
2058,845,雨,yǔ,rain,s,,yǔ
2059,845,雨,yǔ,rain,t,,yǔ
2060,846,优,yōu,excellent,s,,yōu
2061,846,優,yōu,excellent,t,,yōu
2062,847,您,nín,<polite> you,s,,nín
2063,847,您,nín,<polite> you,t,,nín
2064,848,险,xiǎn,(危险 wēixiǎn) danger,s,,xiǎn
2065,848,險,xiǎn,(危險 wēixiǎn) danger,t,,xiǎn
2066,849,煙,yān,smoke,t,,yān
2067,849,烟,yān,"(Traditional: 烟) smoke, cigarette, mist",s,,yān
2068,849,烟,yīn,(Equivalent:  氤),s,,yīn
2069,849,煙,yīn,(Equivalent:  氤),t,,yīn
2070,850,阶,jiē,(Equivalent:  台阶) steps,s,,jiē
2071,850,階,jiē,(Equivalent:  台階) steps,t,,jiē
2072,851,担,dān,carry on a shoulder pole,s,,dān
2073,851,擔,dān,carry on a shoulder pole,t,,dān
2074,851,担,dàn,"two buckets full, 50 kg.",s,,dàn
2075,851,擔,dàn,"two buckets full, 50 kg.",t,,dàn
2076,852,散,sàn,"break up, distribute, dispel",s,,sàn
2077,852,散,sàn,"break up, distribute, dispel",t,,sàn
2078,852,散,sǎn,"fall apart, scattered",s,,sǎn
2079,852,散,sǎn,"fall apart, scattered",t,,sǎn
2080,853,闆,bǎn,老闆 lǎobǎn shopkeeper,t,,bǎn
2081,853,板,bǎn,"board, hard, (Traditional: 板) 老板 lǎobǎn shopkeeper, proprietor, boss",s,,bǎn
2082,854,钟,zhōng,"(Traditional: 钟) bell, clock",s,,zhōng
2083,854,鐘,zhōng,"bell, clock",t,,zhōng
2084,854,鍾,zhōng,鍾愛 zhōng'ài dote on,t,,zhōng
2085,855,访,fǎng,(Equivalent:  访问 fǎngwèn) visit,s,,fǎng
2086,855,訪,fǎng,(Equivalent:  訪問 fǎngwèn) visit,t,,fǎng
2087,856,妹,mèi,(妹妹 mèimei) little sister,s,,mèi
2088,856,妹,mèi,(妹妹 mèimei) little sister,t,,mèi
2089,857,伸,shēn,stretch,s,,shēn
2090,857,伸,shēn,stretch,t,,shēn
2091,858,佛,Fó,Buddha,s,,Fó
2092,858,佛,Fó,Buddha,t,,Fó
2093,859,限,xiàn,"limit, bounds",s,,xiàn
2094,859,限,xiàn,"limit, bounds",t,,xiàn
2095,860,讨,tǎo,(Equivalent:  讨论 tǎolùn) discuss,s,,tǎo
2096,860,討,tǎo,(Equivalent:  討論 tǎolùn) discuss,t,,tǎo
2097,861,临,lín,"overlook, be adjacent to",s,,lín
2098,861,臨,lín,"overlook, be adjacent to",t,,lín
2099,862,吴,Wú,"<family name>, Wu Kingdom (222-280)",s,,Wú
2100,862,吳,Wú,"<family name>, Wu Kingdom (222-280)",t,,Wú
2101,863,摇,yáo,shake,s,,yáo
2102,863,搖,yáo,shake,t,,yáo
2103,864,跳,tiào,jump,s,,tiào
2104,864,跳,tiào,jump,t,,tiào
2105,864,跳伞,tiào, tiàosǎn parachute,s,,tiàosǎn
2106,864,跳傘,tiào, tiàosǎn parachute,t,,tiàosǎn
2107,865,曲,qū,(Equivalent:  弯曲 wānqū) curved,s,,qū
2108,865,曲,qū,(Equivalent:  彎曲 wānqū) curved,t,,qū
2109,865,曲,qǔ,melody,s,,qǔ
2110,865,曲,qǔ,melody,t,,qǔ
2111,866,练,liàn,"white silk, (Equivalent:  练习 liànxí) practice",s,,liàn
2112,866,練,liàn,"white silk, (Equivalent:  練習 liànxí) practice",t,,liàn
2113,867,构,gòu,结构 jiégòu structure,s,,gòu
2114,867,構,gòu,結構 jiégòu structure,t,,gòu
2115,868,玩,wán,play,s,,wán
2116,868,玩,wán,play,t,,wán
2117,869,玉,yù,(玉石 yùshí) jade,s,,yù
2118,869,玉,yù,(玉石 yùshí) jade,t,,yù
2119,870,犯,fàn,violate,s,,fàn
2120,870,犯,fàn,violate,t,,fàn
2121,871,厂,chǎng,(Equivalent:  工厂 gōngchǎng) factory,s,,chǎng
2122,871,廠,chǎng,(Equivalent:  工廠 gōngchǎng) factory,t,,chǎng
2123,872,肯,kěn,"be willing to, consent",s,,kěn
2124,872,肯,kěn,"be willing to, consent",t,,kěn
2125,873,协,xié,协作 xiézuò cooperate,s,,xié
2126,873,協,xié,協作 xiézuò cooperate,t,,xié
2127,874,幸,xìng,"good fortune, luck",s,,xìng
2128,874,幸,xìng,"good fortune, luck",t,,xìng
2129,875,挥,huī,"wave, wield",s,,huī
2130,875,揮,huī,"wave, wield",t,,huī
2131,876,效,xiào,"(Equivalent:  效果 xiàoguǒ) effect, result",s,,xiào
2132,876,效,xiào,"(Equivalent:  效果 xiàoguǒ) effect, result",t,,xiào
2133,877,齐,qí,整齐 zhěngqí neat,s,,qí
2134,877,齊,qí,整齊 zhěngqí neat,t,,qí
2135,877,齐,zhāi,(Equivalent:  斋),s,,zhāi
2136,877,齊,zhāi,(Equivalent:  斋),t,,zhāi
2137,877,齐,zī,(Equivalent:  粢),s,,zī
2138,877,齊,zī,(Equivalent:  粢),t,,zī
2139,878,封,fēng,to seal,s,,fēng
2140,878,封,fēng,to seal,t,,fēng
2141,879,温,wēn,(Equivalent:  温暖 wēnnuǎn) warm,s,,wēn
2142,879,溫,wēn,(Equivalent:  溫暖 wēnnuǎn) warm,t,,wēn
2143,880,疑,yí,"(怀疑 huáiyí) doubt, suspect",s,,yí
2144,880,疑,yí,"(懷疑 huáiyí) doubt, suspect",t,,yí
2145,881,肉,ròu,"flesh, meat",s,,ròu
