,cat,word/character,pronunciation,definition,code,alt
2523,484,根,gēn,root,t,
2524,484,根本,gēn," gēnběn essence, foundation, basic, utterly, (not) at all",s,
2525,484,根本,gēn,"根本 gēnběn essence, foundation, basic, utterly, (not) at all",t,
2526,485,曾,céng,(Equivalent:  曾经 céngjīng) in the past,s,
2527,485,曾,céng,(Equivalent:  曾經 céngjīng) in the past,t,
2528,485,曾,zēng,great- (grandmother),s,
2529,485,曾,zēng,great- (grandmother),t,
2530,485,挨曾儿,cēng, āicēngr 〈colloquial〉 to get a scolding,s,
2531,485,挨曾兒,cēng,挨曾兒 āicēngr 〈colloquial〉 to get a scolding,t,
2532,486,準,zhǔn,certainly,t,
2533,486,准,zhǔn,"allow, (Traditional: 准) certainly, precise",s,
2534,486,準,zhǔn,"allow, precise",t,
2535,486,准备,zhǔn, zhǔnbèi prepare,s,
2536,486,準備,zhǔn,準備 zhǔnbèi prepare,t,
2537,486,标准,zhǔn, biāozhǔn standard,s,
2538,486,標準,zhǔn,標準 biāozhǔn standard,t,
2539,487,团,tuán,"ball, lump, group",s,
2540,487,團,tuán,"ball, lump, group",t,
2541,487,团结,tuán," tuánjié unite, rally",s,
2542,487,團結,tuán,"團結 tuánjié unite, rally",t,
2543,488,段,duàn,"section, paragraph",s,
2544,488,段,duàn,"section, paragraph",t,
2545,488,手段,duàn," shǒuduàn method, means (to an end), strategy",s,
2546,488,手段,duàn,"手段 shǒuduàn method, means (to an end), strategy",t,
2547,489,终,zhōng,end,s,
2548,489,終,zhōng,end,t,
2549,489,终于,zhōng, zhōngyú finally,s,
2550,489,終於,zhōng,終於 zhōngyú finally,t,
2551,489,始终,zhōng, shǐzhōng all along,s,
2552,489,始終,zhōng,始終 shǐzhōng all along,t,
2553,489,终身,zhōng, zhōngshēn life-long,s,
2554,489,終身,zhōng,終身 zhōngshēn life-long,t,
2555,490,乐,lè,"enjoy, be glad, pleasure, (Equivalent:  快乐 kuàilè) happy",s,
2556,490,樂,lè,"enjoy, be glad, pleasure, (Equivalent:  快樂 kuàilè) happy",t,
2557,490,音乐,yuè, yīnyuè) music,s,
2558,490,音樂,yuè,(Equivalent:  音樂 yīnyuè) music,t,
2559,491,切,qiē,to cut,s,
2560,491,切,qiē,to cut,t,
2561,491,切,qiè,correspond to,s,
2562,491,切,qiè,correspond to,t,
2563,491,一切,qiè, yíqiè all,s,
2564,491,一切,qiè,一切 yíqiè all,t,
2565,492,级,jí,"grade, level",s,
2566,492,級,jí,"grade, level",t,
2567,492,阶级,jí," jiējí (social) class, steps, stairs, rank",s,
2568,492,階級,jí,"階級 jiējí (social) class, steps, stairs, rank",t,
2569,493,剋,kè,剋期 kèqī set time limit,t,
2570,493,克,kè,"(Equivalent:  克服 kèfú) overcome, gram, (Traditional: 克) 克期 kèqī set time limit",s,
2571,493,剋,kè,"(Equivalent:  剋服 kèfú) overcome, gram",t,
2572,493,克,kēi,(Equivalent:  克) scold,s,
2573,493,剋,kēi,(Equivalent:  剋) scold,t,
2574,494,精,jīng,perfect,s,
2575,494,精,jīng,perfect,t,
2576,494,精神,jīng," jīngshén spirit, essence",s,
2577,494,精神,jīng,"精神 jīngshén spirit, essence",t,
2578,494,酒精,jīng, jiǔjīng alcohol,s,
2579,494,酒精,jīng,酒精 jiǔjīng alcohol,t,
2580,495,哪,nǎ,what? 哪儿 nǎr where?,s,
2581,495,哪,nǎ,what? 哪兒 nǎr where?,t,
2582,495,哪,něi,(before classifier) which?,s,
2583,495,哪,něi,(before classifier) which?,t,
2584,495,哪,na,(used in orders and exclamations),s,
2585,495,哪,na,(used in orders and exclamations),t,
2586,495,哪,Né,(in foreign names),s,
2587,495,哪,Né,(in foreign names),t,
2588,496,官,guān,official,s,
2589,496,官,guān,official,t,
2590,496,官僚,guān, guānliáo bureaucrat,s,
2591,496,官僚,guān,官僚 guānliáo bureaucrat,t,
2592,497,示,shì,"(Equivalent:  表示 biǎoshì) show, indicate",s,
2593,497,示,shì,"(Equivalent:  錶示 biǎoshì) show, indicate",t,
2594,497,指示,shì, zhǐshì point out,s,
2595,497,指示,shì,指示 zhǐshì point out,t,
2596,498,沖,chōng,rinse,t,
2597,498,衝,chōng,rush,t,
2598,498,冲,chōng,"(Traditional: 冲) rinse, rush, (Traditional: 冲) rush",s,
2599,498,衝,chòng,towards,t,
2600,498,冲,chòng,towards,s,
2601,498,衝,chòng,towards,t,
2602,499,竟,jìng,"finish, (Equivalent:  竟然 jìngrán) unexpectedly",s,
2603,499,竟,jìng,"finish, (Equivalent:  竟然 jìngrán) unexpectedly",t,
2604,499,究竟,jìng," jiūjìng actually, exactly, in the end, after all",s,
2605,499,究竟,jìng,"究竟 jiūjìng actually, exactly, in the end, after all",t,
2606,500,乎,hū,似乎 sìhu it seems,s,
2607,500,乎,hū,似乎 sìhu it seems,t,
2608,500,几乎,hū, jīhū almost,s,
2609,500,幾乎,hū,幾乎 jīhū almost,t,
2610,501,男,nán,"male, (Equivalent:  男人 nánrén) man",s,
2611,501,男,nán,"male, (Equivalent:  男人 nánrén) man",t,
2612,502,举,jǔ,raise,s,
2613,502,舉,jǔ,raise,t,
2614,502,举行,jǔ, jǔxíng hold (a meeting),s,
2615,502,舉行,jǔ,舉行 jǔxíng hold (a meeting),t,
2616,502,选举,jǔ, xuǎnjǔ election,s,
2617,502,選舉,jǔ,選舉 xuǎnjǔ election,t,
2618,502,举例,jǔ, jǔlì give an example,s,
2619,502,舉例,jǔ,舉例 jǔlì give an example,t,
2620,503,客,kè,(Equivalent:  客人 kèrén) guest,s,
2621,503,客,kè,(Equivalent:  客人 kèrén) guest,t,
2622,503,客观,kè, kèguān objective,s,
2623,503,客觀,kè,客觀 kèguān objective,t,
2624,503,客气,kè, kèqi polite,s,
2625,503,客氣,kè,客氣 kèqi polite,t,
2626,504,证,zhèng,prove,s,
2627,504,證,zhèng,prove,t,証
2628,504,图书证,zhèng, túshūzhèng library card,s,
2629,504,圖書證,zhèng,圖書證 túshūzhèng library card,t,
2630,504,签证,zhèng, qiānzhèng visa,s,
2631,504,簽證,zhèng,簽證 qiānzhèng visa,t,
2632,505,苦,kǔ,bitter,s,
2633,505,苦,kǔ,bitter,t,
2634,505,艰苦,kǔ, jiānkǔ arduous,s,
2635,505,艱苦,kǔ,艱苦 jiānkǔ arduous,t,
2636,505,痛苦,kǔ, tòngkǔ suffering,s,
2637,505,痛苦,kǔ,痛苦 tòngkǔ suffering,t,
2638,506,照,zhào,shine,s,
2639,506,照,zhào,shine,t,
2640,506,照相,zhào, zhàoxiàng photo,s,
2641,506,照相,zhào,照相 zhàoxiàng photo,t,
2642,507,註,zhù,notes,t,
2643,507,注,zhù,"pour, (Traditional: 注) notes",s,
2644,507,註,zhù,pour,t,
2645,507,注意,zhù, zhùyì pay attention,s,
2646,507,註意,zhù,註意 zhùyì pay attention,t,
2647,507,注视,zhù, zhùshì gaze,s,
2648,507,註視,zhù,註視 zhùshì gaze,t,
2649,508,费,fèi,cost,s,
2650,508,費,fèi,cost,t,
2651,508,学费,fèi, xuéfèi tuition,s,
2652,508,學費,fèi,學費 xuéfèi tuition,t,
2653,509,足,zú,"foot, (Equivalent:  足够 zúgòu) enough",s,
2654,509,足,zú,"foot, (Equivalent:  足夠 zúgòu) enough",t,
2655,509,满足,zú, mǎnzú satisfy,s,
2656,509,滿足,zú,滿足 mǎnzú satisfy,t,
2657,510,尔,ěr,<archaic> you,s,
2658,510,爾,ěr,<archaic> you,t,
2659,510,尔后,ěr, ěrhòu thereafter,s,
2660,510,爾後,ěr,爾後 ěrhòu thereafter,t,
2661,510,高尔夫,ěr, gāo'ěrfū golf,s,
2662,510,高爾夫,ěr,高爾夫 gāo'ěrfū golf,t,
2663,511,招,zhāo,"beckon, recruit, attract",s,
2664,511,招,zhāo,"beckon, recruit, attract",t,
2665,511,招待,zhāo, entertain (guests),s,
2666,511,招待,zhāo,招待 entertain (guests),t,
2667,512,群,qún,"crowd, group",s,
2668,512,群,qún,"crowd, group",t,
2669,512,群众,qún, qúnzhòng The Masses,s,
2670,512,群眾,qún,群眾 qúnzhòng The Masses,t,
2671,513,热,rè,hot,s,
2672,513,熱,rè,hot,t,
2673,514,推,tuī,push,s,
2674,514,推,tuī,push,t,
2675,515,晚,wǎn,late,s,
2676,515,晚,wǎn,late,t,
2677,515,晚上,wǎn, wǎnshang evening,s,
2678,515,晚上,wǎn,晚上 wǎnshang evening,t,
2679,515,夜晚,wǎn, yèwǎn night,s,
2680,515,夜晚,wǎn,夜晚 yèwǎn night,t,
2681,515,晚饭,wǎn, wǎnfàn dinner,s,
2682,515,晚飯,wǎn,晚飯 wǎnfàn dinner,t,
2683,516,响,xiǎng,sound,s,
2684,516,響,xiǎng,sound,t,
2685,516,影响,xiǎng, yǐngxiǎng influence,s,
2686,516,影響,xiǎng,影響 yǐngxiǎng influence,t,
2687,517,称,chēng,"weigh, name",s,
2688,517,稱,chēng,"weigh, name",t,
2689,517,对称,chèn, duìchèn symmetric,s,
2690,517,對稱,chèn,對稱 duìchèn symmetric,t,
2691,518,兴,xìng,高兴 gāoxìng glad,s,
2692,518,興,xìng,高興 gāoxìng glad,t,
2693,518,兴奋,xīng,xīngfèn excited{Compare with 六 liù six},s,
2694,518,興奮,xīng,xīngfèn excited{Compare with 六 liù six},t,
2695,519,待,dài,"treat, entertain, wait for",s,
2696,519,待,dài,"treat, entertain, wait for",t,
2697,519,待,dāi,(Equivalent:  呆 dāi) stay,s,
2698,519,待,dāi,(Equivalent:  呆 dāi) stay,t,
2699,520,约,yuē,"approximately, arrange, appointment",s,
2700,520,約,yuē,"approximately, arrange, appointment",t,
2701,520,约,yāo,weigh,s,
2702,520,約,yāo,weigh,t,
2703,521,阳,yáng,opposite of 阴 yīn,s,
2704,521,陽,yáng,opposite of 陰 yīn,t,
2705,521,太阳,yáng, tàiyáng the sun,s,
2706,521,太陽,yáng,太陽 tàiyáng the sun,t,
2707,522,哥,gē,(Equivalent:  哥哥 gēge) older brother,s,
2708,522,哥,gē,(Equivalent:  哥哥 gēge) older brother,t,
2709,523,惊,jīng,surprise,s,
2710,523,驚,jīng,surprise,t,
2711,524,吗,ma,<interrogative particle>,s,
2712,524,嗎,ma,<interrogative particle>,t,
2713,524,吗,má,what,s,
2714,524,嗎,má,what,t,
2715,524,干吗,má,? gàn má? What's up?,s,
2716,524,幹嗎,má,幹嗎? gàn má? What's up?,t,
2717,524,吗啡,mǎ, mǎfēi morphine,s,
2718,524,嗎啡,mǎ,嗎啡 mǎfēi morphine,t,
2719,525,整,zhěng,(Equivalent:  整个 zhěnggè) whole,s,
2720,525,整,zhěng,(Equivalent:  整個 zhěnggè) whole,t,
2721,525,调整,zhěng, tiáozhěng adjust,s,
2722,525,調整,zhěng,調整 tiáozhěng adjust,t,
2723,525,整齐,zhěng, zhěngqí neat,s,
2724,525,整齊,zhěng,整齊 zhěngqí neat,t,
2725,526,支,zhī,"branch, support",s,
2726,526,支,zhī,"branch, support",t,
2727,526,支持,zhī, zhīchí sustain,s,
2728,526,支持,zhī,支持 zhīchí sustain,t,
2729,526,地支,zhī, dìzhī the Twelve Terrestrial Branches,s,
2730,526,地支,zhī,地支 dìzhī the Twelve Terrestrial Branches,t,
2731,527,古,gǔ,(Equivalent:  古代 gǔdài) ancient{Compare with 舌 shé tongue},s,
2732,527,古,gǔ,(Equivalent:  古代 gǔdài) ancient{Compare with 舌 shé tongue},t,
2733,528,汉,hàn,Chinese ethnicity,s,
2734,528,漢,hàn,Chinese ethnicity,t,
2735,528,汉语,hàn, hànyu Chinese,s,
2736,528,漢語,hàn,漢語 hànyu Chinese,t,
2737,528,汉字,hàn, hànzi Chinese character,s,
2738,528,漢字,hàn,漢字 hànzi Chinese character,t,
2739,528,老汉,hàn, lǎohàn old man,s,
2740,528,老漢,hàn,老漢 lǎohàn old man,t,
2741,529,突,tū,"charge forward, stick out",s,
2742,529,突,tū,"charge forward, stick out",t,
2743,529,突然,tū, tūrán suddenly,s,
2744,529,突然,tū,突然 tūrán suddenly,t,
2745,530,号,hào,"name, number, mark",s,
2746,530,號,hào,"name, number, mark",t,
2747,530,号,háo,yell,s,
2748,530,號,háo,yell,t,
2749,531,绝,jué,"cut off, absolute",s,
2750,531,絕,jué,"cut off, absolute",t,
2751,532,选,xuǎn,"(Equivalent:  选择 xuǎnzé) choose, select",s,
2752,532,選,xuǎn,"(Equivalent:  選擇 xuǎnzé) choose, select",t,
2753,532,选举,xuǎn, xuǎnjǔ election,s,
2754,532,選舉,xuǎn,選舉 xuǎnjǔ election,t,
2755,533,吧,ba,"at end of sentence, indicates suggestion",s,
2756,533,吧,ba,"at end of sentence, indicates suggestion",t,
2757,533,吧,bā,snap!,s,
2758,533,吧,bā,snap!,t,
2759,534,参,cān,参加 cānjiā participate,s,
2760,534,參,cān,參加 cānjiā participate,t,
2761,534,人参,shēn, rénshēn ginseng,s,
2762,534,人參,shēn,人參 rénshēn ginseng,t,
2763,534,参差,cēn," cēncī uneven, irregular",s,
2764,534,參差,cēn,"參差 cēncī uneven, irregular",t,
2765,535,刊,kān,"periodical, publication",s,
2766,535,刊,kān,"periodical, publication",t,
2767,535,报刊,kān," bǎokān periodical publications, the press",s,
2768,535,報刊,kān,"報刊 bǎokān periodical publications, the press",t,
2769,536,亚,yà,"inferior, second",s,
2770,536,亞,yà,"inferior, second",t,
2771,536,亚洲,yà, Yàzhōu Asia,s,
2772,536,亞洲,yà,亞洲 Yàzhōu Asia,t,
2773,537,復,fù,恢復 huīfù recover,t,
2774,537,複,fù,複雜 fùzá complicated,t,
2775,537,覆,fù,cover,t,
2776,537,复,fù,"(Traditional: 复) 恢复 huīfù recover, (Traditional: 复) 复杂 fùzá complicated, complex, (Traditional: 覆) cover",s,
2777,537,複,fù,complex,t,
2778,538,伤,shāng,"wound, injury, injure",s,
2779,538,傷,shāng,"wound, injury, injure",t,
2780,538,创伤,shāng, chuāngshāng trauma,s,
2781,538,創傷,shāng,創傷 chuāngshāng trauma,t,
2782,539,类,lèi,"category, kind, type",s,
2783,539,類,lèi,"category, kind, type",t,
2784,539,类似,lèi, lèisì similar,s,
2785,539,類似,lèi,類似 lèisì similar,t,
2786,540,备,bèi,"(Equivalent:  准备 zhǔnbèi) get ready, prepare",s,
2787,540,備,bèi,"(Equivalent:  準備 zhǔnbèi) get ready, prepare",t,
2788,540,设备,bèi, shèbèi equipment,s,
2789,540,設備,bèi,設備 shèbèi equipment,t,
2790,541,欢,huān,"(Equivalent:  欢乐 huānlè) happy, joyous",s,
2791,541,歡,huān,"(Equivalent:  歡樂 huānlè) happy, joyous",t,
2792,541,喜欢,huān, xǐhuan like,s,
2793,541,喜歡,huān,喜歡 xǐhuan like,t,
2794,542,另,lìng,other,s,
2795,542,另,lìng,other,t,
2796,542,另外,lìng," lìngwài other, besides",s,
2797,542,另外,lìng,"另外 lìngwài other, besides",t,
2798,543,港,gǎng,harbor,s,
2799,543,港,gǎng,harbor,t,
2800,543,香港,gǎng, Xiānggǎng Hong Kong,s,
2801,543,香港,gǎng,香港 Xiānggǎng Hong Kong,t,
2802,544,势,shì,power,s,
2803,544,勢,shì,power,t,
2804,544,形势,shì, xíngshì circumstances,s,
2805,544,形勢,shì,形勢 xíngshì circumstances,t,
2806,544,姿势,shì, zīshì posture,s,
2807,544,姿勢,shì,姿勢 zīshì posture,t,
2808,545,刻,kè,"carve, quarter hour, moment",s,
2809,545,刻,kè,"carve, quarter hour, moment",t,
2810,546,星,xīng,star,s,
2811,546,星,xīng,star,t,
2812,546,火星,xīng, huǒxīng Mars,s,
2813,546,火星,xīng,火星 huǒxīng Mars,t,
2814,546,星期,xīng, xīngqī week,s,
2815,546,星期,xīng,星期 xīngqī week,t,
2816,547,断,duàn,cut off,s,
2817,547,斷,duàn,cut off,t,
2818,547,不断,duàn, búduàn unceasing,s,
2819,547,不斷,duàn,不斷 búduàn unceasing,t,
2820,547,判断,duàn, pànduàn judge,s,
2821,547,判斷,duàn,判斷 pànduàn judge,t,
2822,548,陈,chén,"display, explain, stale, (dynasty 557-589)",s,
2823,548,陳,chén,"display, explain, stale, (dynasty 557-589)",t,
2824,549,掌,zhǎng,palm of the hand,s,
2825,549,掌,zhǎng,palm of the hand,t,
2826,549,掌握,zhǎng, zhǎngwò grasp,s,
2827,549,掌握,zhǎng,掌握 zhǎngwò grasp,t,
2828,550,农,nóng,"(Equivalent:  农民 nóngmín) farmer, peasant",s,
2829,550,農,nóng,"(Equivalent:  農民 nóngmín) farmer, peasant",t,
2830,550,农业,nóng, nóngyè agriculture,s,
2831,550,農業,nóng,農業 nóngyè agriculture,t,
2832,551,夜,yè,(Equivalent:  夜晚 yèwǎn) night,s,
2833,551,夜,yè,(Equivalent:  夜晚 yèwǎn) night,t,
2834,551,半夜,yè,bànyè or 午夜 wǔyè midnight,s,
2835,551,半夜,yè,bànyè or 午夜 wǔyè midnight,t,
2836,551,夜里,yè, yèlǐ at night,s,
2837,551,夜裏,yè,夜裏 yèlǐ at night,t,
2838,552,般,bān,"sort, kind",s,
2839,552,般,bān,"sort, kind",t,
2840,552,一般,bān, yìbān ordinary,s,
2841,552,一般,bān,一般 yìbān ordinary,t,
2842,552,般,pán,happy,s,
2843,552,般,pán,happy,t,
2844,552,般若,bō," bōrě buddhist wisdom, prajna",s,
2845,552,般若,bō,"般若 bōrě buddhist wisdom, prajna",t,
2846,553,念,niàn,"miss, read aloud",s,
2847,553,唸,niàn,"miss, read aloud",t,
2848,553,观念,niàn, guānniàn concept,s,
2849,553,觀唸,niàn,觀唸 guānniàn concept,t,
2850,553,念书,niàn, niànshū study,s,
2851,553,唸書,niàn,唸書 niànshū study,t,
2852,554,價,jià,(Equivalent:  價值 jiàzhí,t,
2853,554,价,jià,"(Traditional: 价) (Equivalent:  价值 jiàzhí) value, (Equivalent:  价钱 jiàqian) price",s,
2854,554,價,jià,"(Traditional: 價) (Equivalent:  價值 jiàzhí) value, (Equivalent:  價錢 jiàqian) price",t,
2855,554,價,jie,,t,
2856,554,价,jie,(Traditional: 价),s,
2857,554,價,jie,(Traditional: 價),t,
2858,554,价,jiè,servant,s,
2859,554,價,jiè,servant,t,
2860,555,脑,nǎo,(Equivalent:  脑子 nǎozi) brain,s,
2861,555,腦,nǎo,(Equivalent:  腦子 nǎozi) brain,t,
2862,555,脑袋,nǎo, nǎodai head,s,
2863,555,腦袋,nǎo,腦袋 nǎodai head,t,
2864,555,脑壳,nǎo, nǎoké skull,s,
2865,555,腦殼,nǎo,腦殼 nǎoké skull,t,
2866,555,电脑,nǎo, diànnǎo computer,s,
2867,555,電腦,nǎo,電腦 diànnǎo computer,t,
2868,556,规,guī,规律 guīlǜ regular pattern,s,
2869,556,規,guī,規律 guīlǜ regular pattern,t,
2870,556,规定,guī, guīdìng regulations,s,
2871,556,規定,guī,規定 guīdìng regulations,t,
2872,557,底,dǐ,bottom,s,
2873,557,底,dǐ,bottom,t,
2874,557,彻底,dǐ, chèdǐ thorough,s,
2875,557,徹底,dǐ,徹底 chèdǐ thorough,t,
2876,557,到底,dǐ, dàodǐ after all,s,
2877,557,到底,dǐ,到底 dàodǐ after all,t,
2878,558,故,gù,"cause, therefore",s,
2879,558,故,gù,"cause, therefore",t,
2880,558,故事,gù, gùshi story,s,
2881,558,故事,gù,故事 gùshi story,t,
2882,558,故意,gù, gùyì on purpose,s,
2883,558,故意,gù,故意 gùyì on purpose,t,
2884,559,省,shěng,"province, economize, omit",s,
2885,559,省,shěng,"province, economize, omit",t,
2886,559,反省,xǐng, fǎnxǐng introspection,s,
2887,559,反省,xǐng,反省 fǎnxǐng introspection,t,
2888,560,妈,mā,"mother, mom",s,
2889,560,媽,mā,"mother, mom",t,
2890,560,妈妈,mā, māma mama,s,
2891,560,媽媽,mā,媽媽 māma mama,t,
2892,561,刚,gāng,"firm, (Equivalent:  刚才 gāngcái) just (a moment ago)",s,
2893,561,剛,gāng,"firm, (Equivalent:  剛纔 gāngcái) just (a moment ago)",t,
2894,562,句,jù,sentence,s,
2895,562,句,jù,sentence,t,
2896,563,显,xiǎn,appear,s,
2897,563,顯,xiǎn,appear,t,
2898,563,显然,xiǎn, xiǎnrán obvious,s,
2899,563,顯然,xiǎn,顯然 xiǎnrán obvious,t,
2900,564,消,xiāo,disappear,s,
2901,564,消,xiāo,disappear,t,
2902,564,消息,xiāo, xiāoxi news,s,
2903,564,消息,xiāo,消息 xiāoxi news,t,
2904,564,消灭,xiāo, xiāomiè perish,s,
2905,564,消滅,xiāo,消滅 xiāomiè perish,t,
2906,565,衣,yī,(Equivalent:  衣服 yīfu) clothing,s,
2907,565,衣,yī,(Equivalent:  衣服 yīfu) clothing,t,
2908,565,衣,yì,"wear (clothing), give (clothing) to others to wear",s,
2909,565,衣,yì,"wear (clothing), give (clothing) to others to wear",t,
2910,566,陆,lù,land,s,
2911,566,陸,lù,land,t,
2912,566,大陆,lù, continent,s,
2913,566,大陸,lù,大陸 continent,t,
2914,566,陆,liù,six (Equivalent:   六 liù),s,
2915,566,陸,liù,six (Equivalent:   六 liù),t,
2916,567,器,qì,"utensil, (Equivalent:  机器 jīqi) machine",s,
2917,567,器,qì,"utensil, (Equivalent:  機器 jīqi) machine",t,
2918,567,武器,qì, wǔqì weapon,s,
2919,567,武器,qì,武器 wǔqì weapon,t,
2920,568,确,què,true,s,
2921,568,確,què,true,t,
2922,568,正确,què, zhèngquè correct,s,
2923,568,正確,què,正確 zhèngquè correct,t,
2924,568,确实,què, quèshí indeed,s,
2925,568,確實,què,確實 quèshí indeed,t,
2926,568,明确,què, míngquè explicit,s,
2927,568,明確,què,明確 míngquè explicit,t,
2928,569,破,pò,smash,s,
2929,569,破,pò,smash,t,
2930,569,破坏,pò, pòhuài ruin,s,
2931,569,破壞,pò,破壞 pòhuài ruin,t,
2932,569,破烂,pò, pòlàn worn out,s,
2933,569,破爛,pò,破爛 pòlàn worn out,t,
2934,570,具,jù,工具 gōngjù tool,s,
2935,570,具,jù,工具 gōngjù tool,t,
2936,570,具有,jù, jùyǒu possess,s,
2937,570,具有,jù,具有 jùyǒu possess,t,
